"day","created_at","user","text","Argument1","Topic.1","Position.1","Argument2","Topic.2","Position.2","Argument3","Topic.3","Position.3","Strategy","X","party","community"
"21/09/2014","21/09/2014 20:28","84eb53a8","@4c18a558 ik ook niet maar dat zou 75 euro per week zijn op basis van 40 weken werken per jaar maar daar staat 770 euro tegenover per maand","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:28","97358590",".@79c46625 #basisinkomen is nieuwe dimensie: sociaal-liberaal / liberaal-sociaal... noch socialisme noch kapitalisme voldoet als ideologie","SYNTHESIS","Synthesis","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:29","252a3637","@e885a633 @e692fd1d De heer economen hebben het berekend op 740 euro per maand en met een verschil van 30 miljard min met het huidige stelsel","AFFORDABLE","Affordable","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:29","c8ae2763","@babea394 @79c46625 Hoe gaat de SP dat doen?","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:29","f8e1a311","@a943b666 dat ligt eraan wie je spreekt. Ik geloof dat @6d13e082 er ongeveer zo in staat ja","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:29","7361553a","@4cabac5b als je iemand beoordeelt op 1 populistische tweet dan zul je ongetwijfeld gelijk hebben ;).","","","","","","","","","","","Purist",NA,2
"21/09/2014","21/09/2014 20:29","41060b3e","basis inkomen moet gekoppeld worden aan geld creatie. anders kansloos #Tegenlicht #basisinkomen","","","","","","","","","","","Purist",NA,NA
"21/09/2014","21/09/2014 20:29","f51b080a","Het is NU tijd voor verandering! het is tijd voor #basisinkomen. #economie #Keynes #Skidelsky http://bit.ly/15Cj2kM ","REVOLUTIONARY","Revolutionary","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:29","b74e024e","@96d6f54a @5145deda een solidariteitsheffing? Waarom moeten we solidair zijn? Vanwaar die verplichting?","NEED","Need","Con","","","","","","","","Purist",NA,2
"21/09/2014","21/09/2014 20:29","252a3637","@e885a633 @e692fd1d Ik wantrouw alle berekeningen omdat economie chaos is en economen wellicht niet onafhankelijk. Ik denk dat er genoeg","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:29","14c67e9e","@1573b70c://www.basisinkomen.nl ","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:29","468be0d9","Spannend! RT @8a954427: Ook in Amersfoort meepraten over het basisinkomen ? Kom woensdag naar @5011d0f8 http://bit.ly/geld033 ","","","","","","","","","","Rally","","pvda",3
"21/09/2014","21/09/2014 20:30","e4f02ce1","@aaf489ab @0936f5e1 Gratis geld? #keepdreaming!","UNREALISTIC","Unrealistic","Pro","FREE MONEY","","Con","","","","","",NA,2
"21/09/2014","21/09/2014 20:30","4aa88859","Even terugkijken @98992c5c @a169cff0 dat werd toch echt wel uitgelegd. Volgens mij is het gat stukken kleiner dan 30mj #inverdieneffect","AFFORDABLE","Affordable","Pro","","","","","","","","","gl",1
"21/09/2014","21/09/2014 20:30","7325427a","Dat wordt voorlopig nog niet slapen #schrijfspullenbijbed #tegenlicht #basisinkomen","","","","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:30","a5c9b662","@1e4ce4e6 daar gaat het helemaal niet om, er wordt niet voor niets gevraagd om een nieuw experiment","EXPERIMENT","Experimental","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:30","aaf489ab","@5068519a 30mld zal minder zijn door veel fact. maar chk deze film Humans Need Not Apply:http://youtu.be/7Pq-S557XQU?list=UU2C_jShtL725hvbm1arSV9w …","AFFORDABLE","Affordable","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:30","f1421165","@4dcbb250 wij moeten betalen dat is het verschil","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:30","75a056a5","Een erg goede reportage over het basisinkomen op NPO2 VPRO. Levert miljarden op; Veel minder GGZ. Letterlijk minder kopzorgen!","AFFORDABLE","Health costs","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:30","017aa953","@a043cd78 @9b6bddb1 Hoe hoog is het dan?","","","","","","","","","","Ask","",NA,2
"21/09/2014","21/09/2014 20:30","1f1e4cc4","Basisinkomen, het alternatief voor de rondpompmachine http://www.ftm.nl/column/basisinkomen-het-alternatief-voor-de-rondpompmachine/ …  zeker het overwegen waard!","DEREGULATION","Deregulation","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:30","252a3637","@e885a633 @e692fd1d voor iedereen is. Stop het gelul en het misgunnen van.... #Overheid","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:30","e7aae596","@07434369 dat kun je ook in de bijstand anders regelen. Bijv. starten eigen bedrijf zonder korten. Basisink. kent spaar- en buitenlandlek.","FREERIDING","Emigration","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:30","1b41cdbb","Met 1200 miljard pensioenvermogen en bijstand zou je toch denken dat we geen ander systeem nodig hebben #tegenlicht #basisinkomen","","Pension reform","Pro","","","","","","","Shift","",NA,2
"21/09/2014","21/09/2014 20:30","78639739",".@85107265 @babea394 Basisinkomen lijkt me per persoon en persoonsgebonden, dus dan zou dat 2 x 760 euro worden.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:30","4dcbb250","@f1421165 Zeker weten!","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:31","f47e077d","@a61d5835 Ik begrijp je punten. En dat je niet pro bent vermoedde ik ook al. Maar kapitalisme zorgt nogal voor wat wereldproblematiek.","REVOLUTIONARY","Capitalism","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:31","a169cff0","@3052cdfe Of jij bent blind voor de feiten. #tegenlicht @4c18a558 @3c7a770b","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:31","83028976","Degenen die niet blij zijn met een #basisinkomen zijn de duizenden die ontslagen zullen worden in de bureaucratie. Verder het proberen waard","DEREGULATION","Deregulation","Pro","EXPERIMENT","Experimental","Pro","","","","","",NA,3
"21/09/2014","21/09/2014 20:31","aaf489ab","@e4f02ce1 @0936f5e1 no i rather keep fighting. dreamed a lot now it? time 4 some action ;-)","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:31","a943b666","Vanuit historische oogpunt zou je ook kunnen vragen: als basisinkomen echt zo fantastisch is, waarom bestaat het dan nog nergens?","UNREALISTIC","Unrealistic","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 20:31","f1421165","@4dcbb250 Maar gelukkig zijn ze wel heel gewoon gebleven","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:31","434a26f6","@5cd53f2a Wellicht. Sociale, maatschappelijke, economische zelfredzaamheid & netwerken wordt belangrijker dan arbeid. #Leefbaarheidspremie","ACTIVATION","workincentive","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:31","66590fcf","@51781d30 @6d13e082 @b34504c8 @235efb8b Op kaviaar zit maar 6% dus daar is nog genoeg te halen !","REDISTRIBUTIVE","Tax the rich","Pro","FAIR","","Pro","","","","","",NA,2
"21/09/2014","21/09/2014 20:31","c6e8262a","@1ef271d2 Mooi gezegd!","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:31","84b4ee18","Het idee van een basisinkomen voor iedereen verdient verdere verkenning (@6d13e082) http://www.ftm.nl/column/basisinkomen-het-alternatief-voor-de-rondpompmachine/ … #tegenlicht #basisinkomen #vrijheid","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:31","1e4ce4e6","@a5c9b662 Dat begrijp ik wel maar ik begreep de aankondiging alsof er in Canada al mee gewerkt was. En dat is dus niet zo.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:31","e4a73b74","@babea394 #basisinkomen is voor iedereen een ander begrip: in hoogte, voor wie, waar het geld vandaan moet komen. Tijd voor herdefinitie","","Frame","","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:31","cf4854a8","@a943b666 Ambtenaren en socialisten zijn de grootste tegenstanders. Die zijn dan namelijk hun werk kwijt.","DEREGULATION","Deregulation","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:31","3052cdfe","@a169cff0 Hahaha, weet je wie het ook altijd over feiten heeft;) @4c18a558 @3c7a770b","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:31","85107265","@74fd3523 @babea394 mijn gedachte ook.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:32","644a53ad","Basisinkomen  > keuzevrijheid > minder stress, meer creativiteit en innovatie > gelukkigere mensen #tegenlicht","FREEDOM","Freedom","Pro","WELLBEING","Happiness","Pro","ENTREPRENEURS","Creativity","Pro","","",NA,1
"21/09/2014","21/09/2014 20:32","6d13e082","@f8e1a311 @a943b666 yep.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:32","506d4f67","@90997aba Hier: https://www.youtube.com/watch?v=EPRTUZsiDYw … @3fd8c7f0","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:32","3052cdfe","Mag je met zo'n #basisinkomen dan ook ergens in Thailand gaan zitten, zomaar een vraag.","FREERIDING","Emigration","Pro","","","","","","","Ask","",NA,2
"21/09/2014","21/09/2014 20:32","4c18a558","@84eb53a8 Valt mee lijkt me","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:32","66590fcf","@044f9d2b was n grapje - over tegenlicht en basisinkomen experiment op Schiermonnikoog. Beetje moeilijk uitleggen ..","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:32","4c39e206","Kan iemand van het @d8319d09 hier induiken en uitgebreid verslag doen? Uitzending Tegenlicht: Basisinkomen voor iedereen http://tegenlicht.vpro.nl/nieuws/2014/februari/basisinkomen.html …","","","","","","","","","","Rally","",NA,3
"21/09/2014","21/09/2014 20:32","eaa915cd","@97cd58eb kom je ver mee. Aanleiding die aandacht voor basisinkomen?","POPULAR","Public attention","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:32","506d4f67","@3fd8c7f0 Nee, was een andere insteek. @90997aba","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:32","a61d5835","@f47e077d Daarom hoop ik op échte denkers die een nieuw systeem gaan uitvinden, juist vanwege problematiek kapitalisme.","REVOLUTIONARY","Capitalism","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:32","3ff3b57b","Dat iedereen verzekerd is van een minimum loon, daar kan ik in de #basisinkomen. #JADO","RESPONSIBILITY","Reciprocity","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:32","ec525464","dan moet er belastingheffing op bezit van die factoren komen om een #basisinkomen te bekostigen. #tegenlicht","REDISTRIBUTIVE","Tax the rich","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:32","cf4854a8","@3052cdfe @a169cff0 @4c18a558 @3c7a770b Huidige uitkeringsstelsel kost 90+ miljard voor het uitkeren van 32 miljard.","BUREAUCRACY","Inefficient","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:32","a943b666","@6d13e082 @f8e1a311 lijkt een illusie, om niet te zeggen: asociaal.","NEED","Need","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 20:33","0bc966f6","@7f93e374 ik ben niet gelieerd aan een politieke partij en denk en onderzoek zelf. Bevalt me uitstekend, met of zonder #basisinkomen ; )","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:33","cf4854a8","@3052cdfe @a169cff0 @4c18a558 @3c7a770b Dus 60 miljard overhead. Nutteloze, lege kosten. Arbeidsverschaffing.","BUREAUCRACY","Bureaucracy","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:33","f51b080a","Praat mee over de aflevering van #Tegenlicht over ""Gratis Geld"" #PakhuisdeZwijger 24sept2014 20:00 uur. #basisinkomen http://bit.ly/1wvbb5C ","FREE MONEY","","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:33","5f62f8e2","@506d4f67 grazie @3fd8c7f0","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:33","017aa953","@e885a633 Ehm, het moet toch betaald worden? Of missen wij iets? #basisinkomen","AFFORDABLE","Affordable","Con","","","","","","","Ask","",NA,2
"21/09/2014","21/09/2014 20:33","0bef3ccf","@4c18a558 vingers jeuken om zelf met excel aan de slag te gaan en wat er allemaal geschrapt kan worden aan rondpomporgels","BUREAUCRACY","Bureaucracy","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:33","e29a2b9d","@6d13e082 @017aa953 maar een belastingvrije voet hebben we nu niet. Dus er wordt geen IB meer over die € 760 geheven","","Tax credit","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:33","506d4f67","@90997aba Das waar mijn kar naartoe moet. @3fd8c7f0","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:33","24879d84","@97cd58eb oogklepjes? Merendel Volk heeft grootste moeite&betalingsproblemen en ~ 20 per dag huis uit gezet usa al ~50 miljoen Huis kwijt","INEQUALITY","Inequality","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 20:33","4c39e206","@be5f6444 heel goed. #tegenlicht","","","","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:33","5cd53f2a","@434a26f6 mooi begrip helaas ben ik al jaren op dergelijke basis bezig en het levert 0,0 op. Reden voor mij om Nederland te verlaten!","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:33","0ae51461","Basisinkomen komt er niet omdat politici prikkelcontrole willen uitoefenen aan de inkomenskant. Middelenmacht geven ze niet af #tegenlicht","REVOLUTIONARY","Elitism","Con","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:33","4dcbb250","@f1421165 Voor jou https://www.youtube.com/watch?v=vxqgcdnPjOM …","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:33","8f0cbf16","@6d13e082 @51781d30 @66590fcf @235efb8b @b34504c8 Wat Robin zegt. #btw #geenib","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:34","3836c787","@79c46625 @6d13e082 Ik zou eerder zeggen: socialistisch.","SOCIALIST","Socialist","Pro","","","","","","","","",NA,4
"21/09/2014","21/09/2014 20:34","cf4854a8","@3052cdfe @a169cff0 @4c18a558 @3c7a770b Elk. Jaar. Weer.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:34","85107265","@3052cdfe NEE.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:34","aaf489ab","@e4f02ce1 is dit voor het eerst dat je over basisinkomen hoort? of ken je het al langer?","","","","","","","","","","Ask","",NA,1
"21/09/2014","21/09/2014 20:34","3052cdfe","@cf4854a8 I know maar we kunnen lullen wat we willen dat basisinkomen komt er niet. @a169cff0 @4c18a558 @3c7a770b","UNREALISTIC","Unrealistic","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 20:34","7f93e374","@0bc966f6 Het een hoeft het ander niet uit te sluiten. Denken doe ik ook zelf. (En ja, hier wordt verschillend over gedacht onder D66’ers.)","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:34","3052cdfe","@85107265 Wat een dompert.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:34","7325427a","@4c39e206 :) keep you posted! Wat ga jij doorvertellen over #basisinkomen ?","","","","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:34","f47e077d","@a61d5835 Juist. Kapitalisme denkt op korte termijn en is zich dus nu op wat langere termijn kapot aan het maken. En dat is ook niet handig.","REVOLUTIONARY","Capitalism","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:34","1b41cdbb","@9fb5162b agressie heeft vaak met geld te maken, terwijl gebrek aan zeggenschap en ongelijke verdeling het risico nog eens verhogen","CRIME","Crime","Pro","INEQUALITY","Inequality","Pro","","","","","",NA,2
"21/09/2014","21/09/2014 20:34","9668ea4a","@c234e8af @b869cf09 Want? Staat gaat toch verder niets bepalen? Vind je 't huidige stelsel dan ideaal?","RESPONSIBILITY","DEPENDENCE","Con","","","","","","","","","pvda",1
"21/09/2014","21/09/2014 20:34","017aa953","@e29a2b9d @9b6bddb1 760 euro per persoon? Of per huishouden?","","","","","","","","","","Ask","",NA,2
"21/09/2014","21/09/2014 20:34","5f62f8e2","@506d4f67 huh? Snap ik die? @3fd8c7f0","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:34","ddff9945","@3fa47455 Ja, dat klopt. En verlaagt het incentive op werken.","FREERIDING","Idleness","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:35","506d4f67","@90997aba Tuurlijk wel. @3fd8c7f0","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:35","cf4854a8","@3052cdfe @a169cff0 @4c18a558 @3c7a770b Pffft... Not with that attitude...","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:35","24879d84","@97cd58eb Gevolgen plunderdecennia der regenten adel en bankiers met oa privatiseringen globalisaties  die hun bestuurspersoneel","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 20:35","85107265","@3052cdfe jij zit al in het buitenland!","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:35","24879d84","@97cd58eb rechtstreeks uit mafia clans en eigen gelederen betrekken","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 20:35","36808350","@babea394 @79c46625 maar Paul die ruim zes miljard per jaar aan onzin cursussen en werktoeleidingstrajecten dan","BUREAUCRACY","Coaching","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:35","8e9479d0","Wordt nu het principe achter 't #basisinkomen ook ondergeschikt gemaakt aan ('onschadelijk gemaakt door'?) gezeur over cijfertjes? Armoedig.","AFFORDABLE","Affordable","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:35","3052cdfe","@85107265 Dat is waar.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:35","3fd8c7f0","@506d4f67 @90997aba hahahahahhaha","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:35","ae677615","@09386e0e Ter aanvulling: in Nederland kun je wel werken met aanvullende uitkering. Schijnt wel administratieve hel te zijn. #controle","BUREAUCRACY","Bureaucracy","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:35","7ab8539d","Ben onder de indruk van #Tegenlicht reportage over een basisinkomen voor iedereen. Niet gezien? Dan zeker terugkijken http://tegenlicht.vpro.nl/afleveringen/2014-2015/gratis-geld.html …","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:35","4c18a558","@9bb5b482 zou eerst zoeken of dat al niet eens gedaan is, kan me bijna niet voorstellen dat dat niet zo is","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 20:35","7f93e374","@0bc966f6 Voor alle duidelijkheid: met die laatste zin bedoelde ik: over het basisinkomen. Niet over zelf nadenken ;-)","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:35","51781d30","@8f0cbf16 @6d13e082 @66590fcf @235efb8b @b34504c8 mn punt: IB is het grote probleem...","VLAKTAKS","vlaktaks","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:35","24879d84","@97cd58eb óf had jij nog een doorsnede Volks gemiddelde ergens upstairs ontdekt? Alles rascisten en mafia","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 20:36","6d13e082","@017aa953 @e29a2b9d hierohttp://www.ftm.nl/column/basisinkomen-het-alternatief-voor-de-rondpompmachine/ …","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:36","09ec3d75","@3052cdfe tsja, vrijheid blijheid met #basisinkomen. Het mag met #aow ook. http://www.thailandtotaal.nl/wonen-en-werken-in-thailand/sociale-verzekeringen-bij-vertrek-naar-thailand …","FREEDOM","Freedom","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:36","97cd58eb","@eaa915cd nee, niet eens .. Meer het verzwijgen van belangrijke info rondom #mh19 #911 #manipulatiesVS etc","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:36","a5c9b662","@1e4ce4e6 O.k., vandaar :) maar Dauphin is beroemd experiment dat dus nooit geëvalueerd is,is pas recentelijk gedaan, data geanalyseerd.","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:36","29ef961e","@6d13e082 @f8e1a311 @a943b666 ""Peper in je reet systeem"" noemde Rick vd Ploeg dat 20 jaar geleden. Laag basisinkomen, vrije bijverdiensten","ACTIVATION","workincentive","Pro","SECURITY","","Con","","","","","",NA,2
"21/09/2014","21/09/2014 20:36","5f62f8e2","@506d4f67 cryptisch? Dan moet ik er toch echt over nadenken pffff @3fd8c7f0","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:36","7361553a","#basisinkomen is een vervelend concept voor de #elite. waarom hebben we een #sofinummer. http://www.youtube.com/watch?v=cfnJ1rOFK7o … < economische slavernij ;(","FREEDOM","Freedom","Pro","REVOLUTIONARY","Elitism","Con","","","","","",NA,2
"21/09/2014","21/09/2014 20:36","ec525680","@0ae51461 Is aandachtspuntje. Wel kleinere overheid. Is twee keer door VS House of Reps gekomen.","DEREGULATION","Deregulation","Pro","POLITICAL SUPPORT","Politically feasible","Pro","","","","","","gl",3
"21/09/2014","21/09/2014 20:36","8f0cbf16","@51781d30 @6d13e082 @66590fcf @235efb8b @b34504c8 Nee hoor, hoe kom je daarbij?","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:36","0bc966f6","ha @7f93e374 dan is er hoop! ; ) Slaap lekker, ik brei er een einde aan op Twitter..","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:36","84eb53a8","@4c18a558 das niks zou ik zeggen plus nog positieve effecten opgezondheid en geluk van mensen. Waarom niet meteen invoeren dan?","WELLBEING","Health","Pro","WELLBEING","Happiness","Pro","","","","","",NA,1
"21/09/2014","21/09/2014 20:36","59c54e91","@0809bf8d Klopt. Maar heb je ook de rest van de uitzending bekeken? Dat deel waarin het gat steeds kleiner werd?","AFFORDABLE","Affordable","Pro","","","","","","","","",NA,4
"21/09/2014","21/09/2014 20:36","cb2bbe6b","@fd3d0600 @28ab6e76 @8e1cee6e @b2d1509d ik sluit ook graag aan #MeetUp #Tegenlicht #Zwolle","","","","","","","","","","","",NA,NA
"21/09/2014","21/09/2014 20:36","4c18a558","@24232a7a Maar hoe dan? Dus de negatieve prikkels van nu zijn volgens jou beter dan de positieve van een basisinkomen?","POVERTY TRAP","Poverty trap","Pro","","","","","","","Ask","",NA,1
"21/09/2014","21/09/2014 20:36","7f93e374","@0bc966f6 Bonne nuit!","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:36","96d6f54a","@13f9f7a9 @5145deda Tsja, voutje van ouwe socialisten. Ik roep al va eind '60-tiger jaren dat we hadden moeten ombuigen (1% p/a) naar verz.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:36","e29a2b9d","@017aa953 @6d13e082 pp. In de uitzending was sprake van 12 mio personen","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","5f62f8e2","@3fd8c7f0 <----- zei snapt em wel @506d4f67","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","4c39e206","@be5f6444 precies wat ik gezien heb. Echter moet je er verder induiken om de echte pro's en cons te zien.","","","","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:37","3052cdfe","@cf4854a8 Zal wel gek zijn maar kan er echt niks mee. Doe mij maar inkomstenbelasting afschaffen. @a169cff0 @4c18a558 @3c7a770b","VLAKTAKS","vlaktaks","Pro","","","","","","","Shift","",NA,2
"21/09/2014","21/09/2014 20:37","4546b207","@79c46625 maar het een eindpunt noemen is toch juist weer een kenmerk van communistisch gedachtegoed?","SOCIALIST","Communist","Pro","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:37","9e39ae8d","@f5d9bed7 en er komT straks een stroom aan jonge ouders -wegens verkeerde kinderopvangtoeslagberekening- in de rij. Man man man #basisinkomen","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:37","a5c9b662","@1e4ce4e6 nu blijkt dat er interessante uitkomsten zijn, maar toen andere tijd, andere vragen, daarom nieuw experiment nodig","EXPERIMENT","Experimental","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","24879d84","@97cd58eb of kom je net uit t red district? Kon je immers mis verstaan? Door armoe de porno in gedreven Meisjes en Jongetjes","","","","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 20:37","24879d84","@97cd58eb tenminste nog wat knaken toestoppen #sociaalbewogen","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","f1421165","@4dcbb250 Ik ben er weg van groeten aan de mannen en tot horens","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","4c18a558","@84eb53a8 dan zijn mensen echt vrij, dat is eng....","FREEDOM","Freedom","Pro","","","","","","","Claim","",NA,1
"21/09/2014","21/09/2014 20:37","4c39e206","@be5f6444 2) ik hoop dat gerenommeerde media en/of economen dit oppakken.","POPULAR","Public attention","Pro","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:37","e885a633","@017aa953 Invoering basisinkomen = ook andere definitie van waarde van zaken, middelen en diensten. Niet meer alleen €. Niet dan?","PARTICIPATION","Economic value","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","aaf489ab","#basisinkomen de enige die er van zouden balen zijn de farmaceutische bedrijven.","WELLBEING","Health","Pro","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","0ae51461","@ec525680 Ja dat las ik bij @79c46625. Wist ik niet, heel interessant.","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:37","cf4854a8","@3052cdfe @a169cff0 @4c18a558 @3c7a770b Dat is het dus ook voor een deel...","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:37","3052cdfe","@09ec3d75 Nou dan voorspel ik kapitaalvlucht.","FREERIDING","Emigration","Pro","","","","","","","Claim","",NA,2
"21/09/2014","21/09/2014 20:37","0bef3ccf","@4c18a558 ben iig @91325746 maar eens gaan volgen, die zullen vast al het nodige hebben uitgezocht","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:38","49d2a13f","@4c18a558 @9bb5b482 en is rekening gehouden met inflatie dankzij het bestaan van rente? Canada wàs toen Renteloos http://www.youtube.com/watch?v=JuP2hH0Kpro …","","Interest rates","Pro","","","","","","","Shift","",NA,1
"21/09/2014","21/09/2014 20:38","7325427a","@4c39e206 precies, maar het is net als de kleur blauw ruiken. Roept om een experiment","EXPERIMENT","Experimental","Pro","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:38","7325427a","@4c39e206 ik ook!","","","","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:38","cf4854a8","@5145deda Vandaar dus de aanvulling tot basisinkomen!","","","","","","","","","","","",NA,1
"21/09/2014","21/09/2014 20:38","3fa47455","@578196cf want?","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:38","3fd8c7f0","@90997aba @506d4f67 zakum verklappe?","","","","","","","","","","","",NA,2
"21/09/2014","21/09/2014 20:38","a043cd78","@017aa953 @9b6bddb1 Die vraag is moeilijker dan hij lijkt, maar voor het gemak € 760 (helft AOW echtpaar)","","","","","","","","","","","",NA,3
"21/09/2014","21/09/2014 20:38","36123741","@98992c5c ik heb gekeken. Maar zelfs in de modellen gaan ze uit van een laag basisinkomen voor iedereen.","SECURITY","Security","Con","","","","","","","","","sp",2
"21/09/2014","21/09/2014 20:38","1e4ce4e6","@a5c9b662 @a5c9b662 Als ik Canadese familie probeer onze bijstand uit te leggen geloven ze me niet. Vandaar mijn 1e opmerking.","","","","","","","","","","","",NA,2
